# VM invoker: C:\Program Files\Java\jdk1.8.0_65\jre\bin\java.exe
# VM options: -Dfile.encoding=Cp1252
# Warmup: 3 iterations, 1 s each
# Measurement: 50 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Sampling time
# Benchmark: org.ucsc.flatbuffers.bench.FlatBuffersCar.flatDecode

# Run progress: 0.00% complete, ETA 00:17:40
# Fork: 1 of 10
# Warmup Iteration   1: n = 36619, mean = 35 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 0, 427, 428, 855, 28519, 59008 ns/op
# Warmup Iteration   2: n = 23563, mean = 46 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 1282 ns/op
# Warmup Iteration   3: n = 10432, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 837, 855 ns/op
Iteration   1: n = 10319, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 841, 855 ns/op
Iteration  26: n = 9597, mean = 66 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 856, 5552, 5552 ns/op
Iteration  27: n = 10225, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1691, 1710 ns/op
Iteration  28: n = 10310, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  29: n = 10232, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  30: n = 10262, mean = 51 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  31: n = 10241, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 855, 855 ns/op
Iteration  32: n = 10179, mean = 47 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1267, 1282 ns/op
Iteration  33: n = 10266, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 856 ns/op
Iteration  34: n = 10182, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 14286, 14528 ns/op
Iteration  35: n = 10282, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  36: n = 10212, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 846, 855 ns/op
Iteration  37: n = 10241, mean = 49 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 845, 855 ns/op
Iteration  38: n = 10232, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  39: n = 10285, mean = 52 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 2099, 2136 ns/op
Iteration  40: n = 9029, mean = 78 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 428, 428, 428, 1282, 17952, 17952 ns/op
Iteration  41: n = 9529, mean = 65 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 856, 2136, 2136 ns/op
Iteration  42: n = 10214, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  43: n = 10181, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 847, 855 ns/op
Iteration  44: n = 10284, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  45: n = 9670, mean = 64 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 856, 1710, 1710 ns/op
Iteration  46: n = 10196, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1274, 1282 ns/op
Iteration  47: n = 10351, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  48: n = 10255, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 844, 855 ns/op
Iteration  49: n = 10240, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  50: n = 10110, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 856 ns/op

# Run progress: 15.00% complete, ETA 00:18:14
# Fork: 4 of 10
# Warmup Iteration   1: n = 36497, mean = 40 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 0, 427, 428, 1282, 26658, 60672 ns/op
# Warmup Iteration   2: n = 22042, mean = 42 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 0, 428, 428, 428, 855, 1282 ns/op
# Warmup Iteration   3: n = 10441, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   1: n = 9951, mean = 64 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 855, 7264, 7264 ns/op
Iteration   2: n = 10005, mean = 60 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 855, 1282, 1282 ns/op
Iteration   3: n = 10364, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1266, 1282 ns/op
Iteration   4: n = 10367, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   5: n = 10237, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   6: n = 10169, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 849, 856 ns/op
Iteration   7: n = 10034, mean = 61 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 856 ns/op
Iteration   8: n = 10195, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 848, 856 ns/op
Iteration   9: n = 10188, mean = 60 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  10: n = 10274, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  11: n = 10263, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  12: n = 10274, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1686, 1710 ns/op
Iteration  13: n = 10252, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1260, 1282 ns/op
Iteration  14: n = 10264, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 2519, 2564 ns/op
Iteration  15: n = 10269, mean = 60 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 856 ns/op
Iteration  16: n = 10283, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 14547, 14960 ns/op
Iteration  17: n = 10271, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  18: n = 10263, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 845, 856 ns/op
Iteration  19: n = 10260, mean = 60 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1282, 1282 ns/op
Iteration  20: n = 10210, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1273, 1282 ns/op
Iteration  21: n = 10263, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 844, 855 ns/op
Iteration  22: n = 10268, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1676, 1710 ns/op
Iteration  23: n = 10318, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 841, 855 ns/op
Iteration  24: n = 10307, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  25: n = 10279, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  26: n = 10263, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1259, 1282 ns/op
Iteration  27: n = 10354, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1252, 1282 ns/op
Iteration  28: n = 10190, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 5878, 5984 ns/op
Iteration  29: n = 10268, mean = 60 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  30: n = 10276, mean = 60 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 13745, 14112 ns/op
Iteration  31: n = 10296, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  32: n = 10206, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1264, 1282 ns/op
Iteration  33: n = 10246, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  34: n = 10246, mean = 60 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  35: n = 10205, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 846, 855 ns/op
Iteration  36: n = 10253, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  37: n = 10280, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  38: n = 10268, mean = 62 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 844, 856 ns/op
Iteration  39: n = 10499, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  40: n = 10233, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 855, 855 ns/op
Iteration  41: n = 10280, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1258, 1282 ns/op
Iteration  42: n = 10247, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1271, 1282 ns/op
Iteration  43: n = 10269, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  44: n = 10256, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  45: n = 10285, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 844, 856 ns/op
Iteration  46: n = 10228, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  47: n = 10267, mean = 61 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 4169, 4272 ns/op
Iteration  48: n = 10282, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 2112, 2136 ns/op
Iteration  49: n = 10248, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  50: n = 10247, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 5022, 5128 ns/op

# Run progress: 20.00% complete, ETA 00:17:10
# Fork: 5 of 10
# Warmup Iteration   1: n = 37997, mean = 38 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 0, 427, 428, 855, 21277, 54272 ns/op
# Warmup Iteration   2: n = 22696, mean = 36 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 0, 428, 428, 428, 428, 856 ns/op
# Warmup Iteration   3: n = 10372, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1266, 1282 ns/op
Iteration   1: n = 10380, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   2: n = 10297, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 17059, 17504 ns/op
Iteration   3: n = 10206, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   4: n = 10232, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 845, 855 ns/op
Iteration   5: n = 10185, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 848, 856 ns/op
Iteration   6: n = 10242, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 845, 855 ns/op
Iteration   7: n = 10263, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1271, 1282 ns/op
Iteration   8: n = 10200, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 846, 855 ns/op
Iteration   9: n = 10223, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1263, 1282 ns/op
Iteration  10: n = 10274, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1270, 1282 ns/op
Iteration  11: n = 10267, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 855, 855 ns/op
Iteration  12: n = 10217, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 846, 855 ns/op
Iteration  13: n = 10239, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1262, 1282 ns/op
Iteration  14: n = 10280, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 843, 855 ns/op
Iteration  15: n = 10237, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 845, 855 ns/op
Iteration  16: n = 10256, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1677, 1710 ns/op
Iteration  17: n = 10291, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1257, 1282 ns/op
Iteration  18: n = 10267, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 844, 855 ns/op
Iteration  19: n = 10296, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  20: n = 10121, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  21: n = 10162, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  22: n = 10592, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1257, 1282 ns/op
Iteration  23: n = 10382, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 840, 856 ns/op
Iteration  24: n = 10366, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1251, 1282 ns/op
Iteration  25: n = 10368, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 839, 855 ns/op
Iteration  26: n = 10434, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  27: n = 10275, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 3765, 3848 ns/op
Iteration  28: n = 10261, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  29: n = 10286, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  30: n = 10076, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1282, 1282 ns/op
Iteration  31: n = 9873, mean = 63 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 855, 856, 856 ns/op
Iteration  32: n = 10282, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 3775, 3848 ns/op
Iteration  33: n = 10275, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  34: n = 10234, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  35: n = 10214, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  36: n = 10271, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 2090, 2136 ns/op
Iteration  37: n = 10201, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 855, 855 ns/op
Iteration  38: n = 10263, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 855, 855 ns/op
Iteration  39: n = 10280, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  40: n = 10270, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  41: n = 10340, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  42: n = 10248, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  43: n = 10428, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 2081, 2136 ns/op
Iteration  44: n = 10269, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  45: n = 10299, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 842, 855 ns/op
Iteration  46: n = 10357, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 856 ns/op
Iteration  47: n = 10284, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  48: n = 10299, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  49: n = 10296, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  50: n = 10233, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op

# Run progress: 25.00% complete, ETA 00:16:05
# Fork: 6 of 10
# Warmup Iteration   1: n = 38303, mean = 39 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 0, 427, 428, 856, 25597, 86784 ns/op
# Warmup Iteration   2: n = 23068, mean = 42 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 0, 428, 428, 428, 856, 2136 ns/op
# Warmup Iteration   3: n = 10330, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 842, 856 ns/op
Iteration   1: n = 10250, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 844, 855 ns/op
Iteration   2: n = 10116, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
